Job Title,Hospital,Link,Excel Link
"Senior/Staff Nurse, Eastern General Hospital Planning Office",Unknown,https://careers.singhealth.com.sg/EGH/job/Singapore-SeniorStaff-Nurse%2C-Eastern-General-Hospital-Planning-Office-Sing/46541444/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-SeniorStaff-Nurse%2C-Eastern-General-Hospital-Planning-Office-Sing/46541444/"", ""View Job"")"
Radiographer,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Radiographer-Sing/12419444/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Radiographer-Sing/12419444/"", ""View Job"")"
Senior / Podiatrist,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Podiatrist-Sing/15930244/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Podiatrist-Sing/15930244/"", ""View Job"")"
Senior / Speech Therapist,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Speech-Therapist-Sing/14012544/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Speech-Therapist-Sing/14012544/"", ""View Job"")"
Senior / Staff Nurse,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Staff-Nurse-Sing/21315544/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Staff-Nurse-Sing/21315544/"", ""View Job"")"
Senior / Physiotherapist,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Physiotherapist-Sing/12419044/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Physiotherapist-Sing/12419044/"", ""View Job"")"
Pharmacist,2 Years' Contract,https://careers.singhealth.com.sg/SHP/job/Singapore-Pharmacist-%282-Years&apos;-Contract%29-Sing/19764644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Pharmacist-%282-Years&apos;-Contract%29-Sing/19764644/"", ""View Job"")"
Senior / Occupational Therapist,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Occupational-Therapist-Sing/12418844/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Occupational-Therapist-Sing/12418844/"", ""View Job"")"
Medical Laboratory Technologist,Cytology,https://careers.singhealth.com.sg/SGH/job/Singapore-Medical-Laboratory-Technologist-%28Cytology%29-Sing/13240344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Medical-Laboratory-Technologist-%28Cytology%29-Sing/13240344/"", ""View Job"")"
"Senior / Patient Service Associate, Population Health & Integrated Care Office  [Contract]",PHICO,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Patient-Service-Associate%2C-Population-Health-&-Integrated-Care-Office-%28PHICO%29-Contract-Sing/22050344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Patient-Service-Associate%2C-Population-Health-&-Integrated-Care-Office-%28PHICO%29-Contract-Sing/22050344/"", ""View Job"")"
"Senior/Associate, Retail Pharmacy",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-SeniorAssociate%2C-Retail-Pharmacy-Sing/22695444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-SeniorAssociate%2C-Retail-Pharmacy-Sing/22695444/"", ""View Job"")"
Research Coordinator,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Research-Coordinator-Sing/32664044/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Research-Coordinator-Sing/32664044/"", ""View Job"")"
"Senior/Assistant Manager, Office of Value-Driven Care",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-SeniorAssistant-Manager%2C-Office-of-Value-Driven-Care-Sing/50059844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-SeniorAssistant-Manager%2C-Office-of-Value-Driven-Care-Sing/50059844/"", ""View Job"")"
Senior Manager,Strategic Partnerships,https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Manager-%28Strategic-Partnerships%29-Sing/50076844/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Manager-%28Strategic-Partnerships%29-Sing/50076844/"", ""View Job"")"
Senior Patient Service Associate,Unknown,https://careers.singhealth.com.sg/KKH/job/Singapore-Senior-Patient-Service-Associate-Sing/50077544/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Senior-Patient-Service-Associate-Sing/50077544/"", ""View Job"")"
"Senior Executive/Assistant Manager/Senior Assistant Manager , EGH PO",Support & Patient Operations,https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-ExecutiveAssistant-ManagerSenior-Assistant-Manager-%28Support-&-Patient-Operations%29%2C-EGH-PO-Sing/50079244/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-ExecutiveAssistant-ManagerSenior-Assistant-Manager-%28Support-&-Patient-Operations%29%2C-EGH-PO-Sing/50079244/"", ""View Job"")"
"Manager , EGH Planning Office",Support & Patient Operations - Call Centre & Appointment Services,https://careers.singhealth.com.sg/EGH/job/Singapore-Manager-%28Support-&-Patient-Operations-Call-Centre-&-Appointment-Services%29%2C-EGH-Planning-Office-Sing/50078244/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-Manager-%28Support-&-Patient-Operations-Call-Centre-&-Appointment-Services%29%2C-EGH-Planning-Office-Sing/50078244/"", ""View Job"")"
"Senior/ Staff Nurse, Infection Prevention and Control",Unknown,https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Staff-Nurse%2C-Infection-Prevention-and-Control-Sing/50059344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Staff-Nurse%2C-Infection-Prevention-and-Control-Sing/50059344/"", ""View Job"")"
Senior Enrolled Nurse/ Enrolled Nurse,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Enrolled-Nurse-Enrolled-Nurse-Sing/12669244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Enrolled-Nurse-Enrolled-Nurse-Sing/12669244/"", ""View Job"")"
Sponsorship - Bachelor of Science with Honours in Dietetics and Nutrition,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Bachelor-of-Science-with-Honours-in-Dietetics-and-Nutrition-Sing/17355144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Bachelor-of-Science-with-Honours-in-Dietetics-and-Nutrition-Sing/17355144/"", ""View Job"")"
Senior Podiatrist / Podiatrist,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Podiatrist-Podiatrist-Sing/20016244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Podiatrist-Podiatrist-Sing/20016244/"", ""View Job"")"
Senior Enrolled Nurse/ Enrolled Nurse,OT / AU,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Enrolled-Nurse-Enrolled-Nurse-%28OT-AU%29-Sing/12686644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Enrolled-Nurse-Enrolled-Nurse-%28OT-AU%29-Sing/12686644/"", ""View Job"")"
Pharmacist,Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Pharmacist-Sing/15772144/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Pharmacist-Sing/15772144/"", ""View Job"")"
"Patient Service Associate, Call Centre",Temp,https://careers.singhealth.com.sg/NHCS/job/Singapore-Patient-Service-Associate%2C-Call-Centre-%28Temp%29-Sing/47790644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Patient-Service-Associate%2C-Call-Centre-%28Temp%29-Sing/47790644/"", ""View Job"")"
"Deputy Director, SingHealth Office for Sustainable Health",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Deputy-Director%2C-SingHealth-Office-for-Sustainable-Health-Sing/46449044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Deputy-Director%2C-SingHealth-Office-for-Sustainable-Health-Sing/46449044/"", ""View Job"")"
Program Manager,Research,https://careers.singhealth.com.sg/NCCS/job/Singapore-Program-Manager-%28Research%29-Sing/48815944/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Program-Manager-%28Research%29-Sing/48815944/"", ""View Job"")"
"Senior Executive / Assistant Manager, Office of Risk Services",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Executive-Assistant-Manager%2C-Office-of-Risk-Services-Sing/46276844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Executive-Assistant-Manager%2C-Office-of-Risk-Services-Sing/46276844/"", ""View Job"")"
"Staff Registrar , Endocrinology",for Service Provision only,https://careers.singhealth.com.sg/CGH/job/Singapore-Staff-Registrar-%28for-Service-Provision-only%29%2C-Endocrinology-Sing/12416244/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Staff-Registrar-%28for-Service-Provision-only%29%2C-Endocrinology-Sing/12416244/"", ""View Job"")"
Podiatrist,Unknown,https://careers.singhealth.com.sg/SHP/job/Singapore-Podiatrist-Sing/12658044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Podiatrist-Sing/12658044/"", ""View Job"")"
Geriatric Psychiatrist,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Geriatric-Psychiatrist-Sing/28589444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Geriatric-Psychiatrist-Sing/28589444/"", ""View Job"")"
Rheumatologist,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Rheumatologist-Sing/28588944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Rheumatologist-Sing/28588944/"", ""View Job"")"
"Senior Executive / Assistant Manager / Senior Assistant Manager, Quality Assurance",Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Senior-Executive-Assistant-Manager-Senior-Assistant-Manager%2C-Quality-Assurance-Sing/15190644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Senior-Executive-Assistant-Manager-Senior-Assistant-Manager%2C-Quality-Assurance-Sing/15190644/"", ""View Job"")"
Senior / Physiotherapist,Unknown,https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Physiotherapist-Sing/14577544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Physiotherapist-Sing/14577544/"", ""View Job"")"
Consultant,Unknown,https://careers.singhealth.com.sg/SNEC/job/Singapore-Consultant-Sing/16621644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SNEC/job/Singapore-Consultant-Sing/16621644/"", ""View Job"")"
Associate Clinical Research Coordinator / Clinical Research Coordinator,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Associate-Clinical-Research-Coordinator-Clinical-Research-Coordinator-Sing/13301044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Associate-Clinical-Research-Coordinator-Clinical-Research-Coordinator-Sing/13301044/"", ""View Job"")"
Physiotherapist,Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Physiotherapist-Sing/22062744/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Physiotherapist-Sing/22062744/"", ""View Job"")"
"Associate Executive, Business Office",Bill follow-up/ FC,https://careers.singhealth.com.sg/NHCS/job/Singapore-Associate-Executive%2C-Business-Office-%28Bill-follow-up-FC%29-Sing/21643944/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Associate-Executive%2C-Business-Office-%28Bill-follow-up-FC%29-Sing/21643944/"", ""View Job"")"
Resident Physician,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Resident-Physician-Sing/22740144/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Resident-Physician-Sing/22740144/"", ""View Job"")"
Senior / Occupational Therapist,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Occupational-Therapist-Sing/21233844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Occupational-Therapist-Sing/21233844/"", ""View Job"")"
Pharmacy Technician,Unknown,https://careers.singhealth.com.sg/SHP/job/Singapore-Pharmacy-Technician-Sing/12657544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Pharmacy-Technician-Sing/12657544/"", ""View Job"")"
Clinical Research Coordinator,Contract,https://careers.singhealth.com.sg/SHP/job/Singapore-Clinical-Research-Coordinator-%28Contract%29-Sing/14992144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Clinical-Research-Coordinator-%28Contract%29-Sing/14992144/"", ""View Job"")"
Endourologist,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Endourologist-Sing/28572744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Endourologist-Sing/28572744/"", ""View Job"")"
"Manager / Senior Manager, Business Office / Service Team",Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Manager-Senior-Manager%2C-Business-Office-Service-Team-Sing/44289944/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Manager-Senior-Manager%2C-Business-Office-Service-Team-Sing/44289944/"", ""View Job"")"
Physiotherapist,Unknown,https://careers.singhealth.com.sg/SHP/job/Singapore-Physiotherapist-Sing/12658244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Physiotherapist-Sing/12658244/"", ""View Job"")"
"Senior / Executive, Outpatient Clinic Operations",Systems and Training,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Executive%2C-Outpatient-Clinic-Operations-%28Systems-and-Training%29-Sing/37677844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Executive%2C-Outpatient-Clinic-Operations-%28Systems-and-Training%29-Sing/37677844/"", ""View Job"")"
"Senior/Executive, Outpatient Clinic Operations",Strategic Operations & Planning,https://careers.singhealth.com.sg/SKH/job/Singapore-SeniorExecutive%2C-Outpatient-Clinic-Operations-%28Strategic-Operations-&-Planning%29-Sing/37678044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-SeniorExecutive%2C-Outpatient-Clinic-Operations-%28Strategic-Operations-&-Planning%29-Sing/37678044/"", ""View Job"")"
Staff Nurse  (Part-Time),Inpatient,https://careers.singhealth.com.sg/NHCS/job/Singapore-Staff-Nurse-%28Inpatient%29-%28Part-Time%29-Sing/12406744/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Staff-Nurse-%28Inpatient%29-%28Part-Time%29-Sing/12406744/"", ""View Job"")"
Senior/Staff Nurse,OT,https://careers.singhealth.com.sg/SNEC/job/Singapore-SeniorStaff-Nurse-%28OT%29-Sing/13262044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SNEC/job/Singapore-SeniorStaff-Nurse-%28OT%29-Sing/13262044/"", ""View Job"")"
Senior Executive/ Executive,Clinical Operations,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Executive-Executive-%28Clinical-Operations%29-Sing/13702044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Executive-Executive-%28Clinical-Operations%29-Sing/13702044/"", ""View Job"")"
Locum Pharmacist,Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Locum-Pharmacist-Sing/18145144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Locum-Pharmacist-Sing/18145144/"", ""View Job"")"
"Senior/Assistant Director, Joint Office of Academic Medicine",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-SeniorAssistant-Director%2C-Joint-Office-of-Academic-Medicine-Sing/29451944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-SeniorAssistant-Director%2C-Joint-Office-of-Academic-Medicine-Sing/29451944/"", ""View Job"")"
"Patient Services Associate, Service Operations",Unknown,https://careers.singhealth.com.sg/SNEC/job/Singapore-Patient-Services-Associate%2C-Service-Operations-Sing/13264844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SNEC/job/Singapore-Patient-Services-Associate%2C-Service-Operations-Sing/13264844/"", ""View Job"")"
Pharmacy Technician,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Pharmacy-Technician-Sing/31236644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Pharmacy-Technician-Sing/31236644/"", ""View Job"")"
Senior Transplant Coordinator,Skin Bank,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Transplant-Coordinator-%28Skin-Bank%29-Sing/24127644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Transplant-Coordinator-%28Skin-Bank%29-Sing/24127644/"", ""View Job"")"
Senior Executive/Assistant Manager,Talent Development,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-ExecutiveAssistant-Manager-%28Talent-Development%29-Sing/47690944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-ExecutiveAssistant-Manager-%28Talent-Development%29-Sing/47690944/"", ""View Job"")"
Enrolled Nurse,Inpatient,https://careers.singhealth.com.sg/NHCS/job/Singapore-Enrolled-Nurse-%28Inpatient%29-Sing/12406544/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Enrolled-Nurse-%28Inpatient%29-Sing/12406544/"", ""View Job"")"
Radiographer,Unknown,https://careers.singhealth.com.sg/NDCS/job/Singapore-Radiographer-Sing/17051444/,"=HYPERLINK(""https://careers.singhealth.com.sg/NDCS/job/Singapore-Radiographer-Sing/17051444/"", ""View Job"")"
Call Centre Agent,General Enquiries Hotline,https://careers.singhealth.com.sg/SGH/job/Singapore-Call-Centre-Agent-%28General-Enquiries-Hotline%29-Sing/13291944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Call-Centre-Agent-%28General-Enquiries-Hotline%29-Sing/13291944/"", ""View Job"")"
Locum Senior / Physiotherapist,SSMC Novena,https://careers.singhealth.com.sg/CGH/job/Singapore-Locum-Senior-Physiotherapist-%28SSMC-Novena%29-Sing/18124044/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Locum-Senior-Physiotherapist-%28SSMC-Novena%29-Sing/18124044/"", ""View Job"")"
Care Support Associate,Inpatient,https://careers.singhealth.com.sg/NHCS/job/Singapore-Care-Support-Associate-%28Inpatient%29-Sing/27290344/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Care-Support-Associate-%28Inpatient%29-Sing/27290344/"", ""View Job"")"
"Assistant Manager, Office of Ethics in Healthcare",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Assistant-Manager%2C-Office-of-Ethics-in-Healthcare-Sing/22558844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Assistant-Manager%2C-Office-of-Ethics-in-Healthcare-Sing/22558844/"", ""View Job"")"
Senior Genetic Counsellor,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Genetic-Counsellor-Sing/46259244/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Genetic-Counsellor-Sing/46259244/"", ""View Job"")"
Research Officer,Ref: NHCS/RO/PY,https://careers.singhealth.com.sg/NHCS/job/Singapore-Research-Officer-%28Ref-NHCSROPY%29-Sing/47611844/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Research-Officer-%28Ref-NHCSROPY%29-Sing/47611844/"", ""View Job"")"
Sponsorship - Bachelor of Accountancy / Business Administration  or equivalent,Accountancy,https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Bachelor-of-Accountancy-Business-Administration-%28Accountancy%29-or-equivalent-Sing/36355144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Bachelor-of-Accountancy-Business-Administration-%28Accountancy%29-or-equivalent-Sing/36355144/"", ""View Job"")"
Senior / Physiotherapist,SSMC Novena,https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Physiotherapist-%28SSMC-Novena%29-Sing/18124144/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Physiotherapist-%28SSMC-Novena%29-Sing/18124144/"", ""View Job"")"
Temporary Usher,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Temporary-Usher-Sing/12604744/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Temporary-Usher-Sing/12604744/"", ""View Job"")"
"Senior/ Assistant Manager, Subvention and Pricing",Unknown,https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Assistant-Manager%2C-Subvention-and-Pricing-Sing/46252644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Assistant-Manager%2C-Subvention-and-Pricing-Sing/46252644/"", ""View Job"")"
Senior Radiation Therapist,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Radiation-Therapist-Sing/46259644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Radiation-Therapist-Sing/46259644/"", ""View Job"")"
Temporary Associate,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Temporary-Associate-Sing/12604244/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Temporary-Associate-Sing/12604244/"", ""View Job"")"
Research Technologist,DMODT,https://careers.singhealth.com.sg/NCCS/job/Singapore-Research-Technologist-%28DMODT%29-Sing/48745744/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Research-Technologist-%28DMODT%29-Sing/48745744/"", ""View Job"")"
Enrolled Nurse,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Enrolled-Nurse-Sing/16541644/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Enrolled-Nurse-Sing/16541644/"", ""View Job"")"
Senior / Staff Nurse,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Staff-Nurse-Sing/16541544/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Staff-Nurse-Sing/16541544/"", ""View Job"")"
"Senior Assistant Director, Office of Research",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Director%2C-Office-of-Research-Sing/26288444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Director%2C-Office-of-Research-Sing/26288444/"", ""View Job"")"
Medical Social Worker,"MSW, Contract",https://careers.singhealth.com.sg/KKH/job/Singapore-Medical-Social-Worker-%28MSW%2C-Contract%29-Sing/49958844/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Medical-Social-Worker-%28MSW%2C-Contract%29-Sing/49958844/"", ""View Job"")"
Enrolled Nurse,Unknown,https://careers.singhealth.com.sg/KKH/job/Singapore-Enrolled-Nurse-Sing/47566644/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Enrolled-Nurse-Sing/47566644/"", ""View Job"")"
"Radiographer, Cardiac Magnetic Resonance Imaging",Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Radiographer%2C-Cardiac-Magnetic-Resonance-Imaging-Sing/15772044/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Radiographer%2C-Cardiac-Magnetic-Resonance-Imaging-Sing/15772044/"", ""View Job"")"
Oral Health Therapist,Unknown,https://careers.singhealth.com.sg/NDCS/job/Singapore-Oral-Health-Therapist-Sing/31165644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NDCS/job/Singapore-Oral-Health-Therapist-Sing/31165644/"", ""View Job"")"
Senior Assistant Manager,Communications,https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Assistant-Manager-%28Communications%29-Sing/49883144/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Assistant-Manager-%28Communications%29-Sing/49883144/"", ""View Job"")"
Senior / Research Fellow,Contract,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Research-Fellow-%28Contract%29-Sing/49892244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Research-Fellow-%28Contract%29-Sing/49892244/"", ""View Job"")"
Senior Executive,Contract,https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Executive-%28Contract%29-Sing/49894044/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Executive-%28Contract%29-Sing/49894044/"", ""View Job"")"
"Senior Asst Manager, Clinical Governance & Insights , EGH PO",Clinical Services & Medical Affairs,https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Asst-Manager%2C-Clinical-Governance-&-Insights-%28Clinical-Services-&-Medical-Affairs%29%2C-EGH-PO-Sing/49893344/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Asst-Manager%2C-Clinical-Governance-&-Insights-%28Clinical-Services-&-Medical-Affairs%29%2C-EGH-PO-Sing/49893344/"", ""View Job"")"
"Senior Executive , Eastern General Hospital Planning Office",Clinical Services and Medical Affairs,https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Executive-%28Clinical-Services-and-Medical-Affairs%29%2C-Eastern-General-Hospital-Planning-Office-Sing/49893544/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Executive-%28Clinical-Services-and-Medical-Affairs%29%2C-Eastern-General-Hospital-Planning-Office-Sing/49893544/"", ""View Job"")"
Associate Consultants / Consultants / Senior Consultants - Dept of Pathology,Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Associate-Consultants-Consultants-Senior-Consultants-Dept-of-Pathology-Sing/13299944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Associate-Consultants-Consultants-Senior-Consultants-Dept-of-Pathology-Sing/13299944/"", ""View Job"")"
Associate Executive,"Volunteer Management, PHIC",https://careers.singhealth.com.sg/SGH/job/Singapore-Associate-Executive-%28Volunteer-Management%2C-PHIC%29-Sing/31119644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Associate-Executive-%28Volunteer-Management%2C-PHIC%29-Sing/31119644/"", ""View Job"")"
"Executive, Strategic Planning and Evaluation",PHIC,https://careers.singhealth.com.sg/SGH/job/Singapore-Executive%2C-Strategic-Planning-and-Evaluation-%28PHIC%29-Sing/38664444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Executive%2C-Strategic-Planning-and-Evaluation-%28PHIC%29-Sing/38664444/"", ""View Job"")"
"Senior / Patient Service Associate, Pre-Operative & Admitting Services",Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Patient-Service-Associate%2C-Pre-Operative-&-Admitting-Services-Sing/44819344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Patient-Service-Associate%2C-Pre-Operative-&-Admitting-Services-Sing/44819344/"", ""View Job"")"
Staff Nurse,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Staff-Nurse-Sing/15801144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Staff-Nurse-Sing/15801144/"", ""View Job"")"
